student_id,user_id,enrollment_year,total_courses_enrolled,courses_completed,courses_abandoned,avg_score_overall,score_trend,total_active_days,days_since_last_activity,avg_weekly_events,avg_session_gap_days,late_submission_rate,label_at_fault,label_dropout,refreshed_at
1220,8,2024,6,5,1,58.99,0.0110,36,0,3.14,1.99,0.0000,1,0,2026-05-01 12:44:16.788+00
1221,9,2023,6,4,2,41.49,,48,347,3.85,2.14,,1,1,2026-05-01 12:44:16.788+00
1222,10,2026,5,5,0,48.85,0.0133,3,0,32.00,0.12,0.0000,1,0,2026-05-01 12:44:16.788+00
1223,11,2026,6,4,2,73.93,0.0150,1,0,149.00,0.00,0.0000,0,1,2026-05-01 12:44:16.788+00
1224,12,2024,8,3,5,59.14,,50,80,3.50,2.45,0.0000,1,1,2026-05-01 12:44:16.788+00
1225,1,2023,9,6,3,53.00,,74,0,3.40,2.13,,1,1,2026-05-01 12:44:16.788+00
1226,2,2025,7,3,4,53.10,,44,0,2.50,3.31,0.0000,1,1,2026-05-01 12:44:16.788+00
1227,3,2022,9,6,3,60.72,,75,117,1.51,4.45,,1,1,2026-05-01 12:44:16.788+00
1228,4,2024,7,3,4,60.68,,42,103,2.12,4.44,,1,1,2026-05-01 12:44:16.788+00
1229,5,2025,4,4,0,53.36,,31,0,2.33,4.16,0.0000,1,0,2026-05-01 12:44:16.788+00
1230,6,2022,9,7,2,48.90,,68,31,2.50,2.91,,1,0,2026-05-01 12:44:16.788+00
1231,7,2026,6,6,0,69.08,-0.0075,4,0,70.50,0.07,0.0000,0,0,2026-05-01 12:44:16.788+00
1232,8,2024,6,4,2,56.30,,59,3,2.39,2.80,0.0000,1,1,2026-05-01 12:44:16.788+00
1233,9,2022,10,8,2,71.06,,106,39,3.07,2.25,,0,0,2026-05-01 12:44:16.788+00
1234,10,2026,5,2,3,77.88,0.0201,3,0,22.00,0.13,0.0000,0,1,2026-05-01 12:44:16.788+00
1235,11,2023,8,7,1,52.57,,74,0,1.90,4.02,,1,0,2026-05-01 12:44:16.788+00
1236,12,2024,6,3,3,54.76,0.0391,36,0,6.18,1.08,0.0000,1,1,2026-05-01 12:44:16.788+00
1237,1,2023,8,6,2,54.76,-0.0380,59,0,3.00,2.48,,1,0,2026-05-01 12:44:16.788+00
1238,2,2026,6,5,1,51.63,-0.0156,5,0,52.50,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
1239,3,2022,7,6,1,52.03,,55,119,1.61,4.67,,1,0,2026-05-01 12:44:16.788+00
1240,4,2025,6,2,4,66.17,0.1313,48,0,3.26,2.54,0.0000,0,1,2026-05-01 12:44:16.788+00
1241,5,2023,6,4,2,54.40,,50,156,3.83,1.87,,1,1,2026-05-01 12:44:16.788+00
1242,6,2023,8,4,4,56.58,,63,0,2.86,2.53,,1,1,2026-05-01 12:44:16.788+00
1243,7,2024,6,5,1,59.45,-0.0066,53,0,3.41,2.35,0.0000,1,0,2026-05-01 12:44:16.788+00
1244,8,2023,7,5,2,59.38,,56,0,4.52,1.79,,1,0,2026-05-01 12:44:16.788+00
1245,9,2024,6,3,3,68.80,,50,0,2.35,3.70,0.0000,0,1,2026-05-01 12:44:16.788+00
1246,10,2024,5,2,3,49.13,,29,0,3.42,1.80,,1,1,2026-05-01 12:44:16.788+00
1247,11,2022,7,4,3,43.96,,62,0,3.61,1.91,,1,1,2026-05-01 12:44:16.788+00
1248,12,2026,7,5,2,69.37,-0.0292,4,0,86.00,0.04,0.0000,1,0,2026-05-01 12:44:16.788+00
1249,1,2024,8,5,3,65.03,,65,0,3.15,2.73,0.0000,0,1,2026-05-01 12:44:16.788+00
1250,2,2025,5,2,3,65.32,-0.0505,34,0,4.80,1.59,0.0000,0,1,2026-05-01 12:44:16.788+00
1251,3,2025,7,4,3,66.36,0.0586,40,0,4.10,2.26,0.0000,0,1,2026-05-01 12:44:16.788+00
1252,4,2022,9,7,2,51.62,,68,168,3.44,2.02,,1,0,2026-05-01 12:44:16.788+00
1253,5,2023,7,5,2,50.75,,52,0,1.76,4.07,0.0000,1,0,2026-05-01 12:44:16.788+00
1254,6,2024,6,6,0,56.98,,47,0,1.59,4.53,,1,0,2026-05-01 12:44:16.788+00
1255,7,2024,7,4,3,75.84,,56,153,2.81,3.51,0.1429,0,1,2026-05-01 12:44:16.788+00
1256,8,2025,8,3,5,57.97,,65,0,6.36,1.38,0.0000,1,1,2026-05-01 12:44:16.788+00
1257,9,2026,5,4,1,66.43,0.0553,4,0,39.50,0.08,0.0000,0,0,2026-05-01 12:44:16.788+00
1258,10,2022,11,9,2,56.00,,119,195,2.60,3.18,,1,0,2026-05-01 12:44:16.788+00
1259,11,2023,7,7,0,74.03,0.0654,59,0,5.14,1.61,0.0000,0,0,2026-05-01 12:44:16.788+00
1260,12,2024,7,7,0,52.38,,73,3,1.90,3.53,,1,0,2026-05-01 12:44:16.788+00
1261,1,2025,5,2,3,54.19,,43,0,3.50,2.56,,1,1,2026-05-01 12:44:16.788+00
1262,2,2026,6,4,2,57.45,-0.0203,6,0,88.00,0.07,0.0000,1,1,2026-05-01 12:44:16.788+00
1263,3,2024,8,7,1,54.52,,80,38,1.89,3.60,,1,0,2026-05-01 12:44:16.788+00
1264,4,2025,4,2,2,53.46,,24,0,2.86,3.19,,1,1,2026-05-01 12:44:16.788+00
1265,5,2023,10,6,4,47.11,,76,0,2.33,3.00,,1,1,2026-05-01 12:44:16.788+00
1266,6,2024,5,4,1,51.62,-0.0263,49,71,2.25,3.03,0.1000,1,0,2026-05-01 12:44:16.788+00
1267,7,2025,5,3,2,53.17,,46,35,2.19,3.39,,1,1,2026-05-01 12:44:16.788+00
1268,8,2022,8,6,2,66.75,0.0137,57,0,3.11,2.21,0.0000,0,0,2026-05-01 12:44:16.788+00
1269,9,2023,8,5,3,52.85,-0.0234,69,0,3.42,1.88,0.0000,1,1,2026-05-01 12:44:16.788+00
1270,10,2024,5,3,2,43.38,,49,45,1.56,4.27,,1,1,2026-05-01 12:44:16.788+00
1271,11,2024,8,5,3,61.26,,65,35,2.76,3.13,0.0000,1,1,2026-05-01 12:44:16.788+00
1272,12,2026,5,4,1,59.71,0.0464,3,0,60.00,0.07,0.0000,1,0,2026-05-01 12:44:16.788+00
1273,1,2023,7,6,1,72.82,0.0027,65,0,2.20,2.63,0.0000,0,0,2026-05-01 12:44:16.788+00
1274,2,2025,6,3,3,73.08,-0.0063,37,0,4.30,2.15,0.0000,0,1,2026-05-01 12:44:16.788+00
1275,3,2023,8,5,3,65.65,,68,37,1.48,4.48,,0,1,2026-05-01 12:44:16.788+00
1276,4,2023,7,5,2,49.69,,71,339,4.41,2.22,,1,0,2026-05-01 12:44:16.788+00
1277,5,2023,8,6,2,56.20,0.0099,63,0,3.10,2.05,0.0000,1,0,2026-05-01 12:44:16.788+00
1278,6,2026,4,3,1,64.76,0.0518,2,0,96.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1279,7,2026,7,4,3,64.09,-0.0025,2,0,67.00,0.04,0.0000,0,1,2026-05-01 12:44:16.788+00
1280,8,2024,6,5,1,44.83,,49,89,1.79,4.42,0.0000,1,0,2026-05-01 12:44:16.788+00
1281,9,2026,4,4,0,68.91,-0.0341,4,0,26.50,0.20,0.0000,0,0,2026-05-01 12:44:16.788+00
1282,10,2026,4,2,2,54.93,-0.0421,3,0,41.50,0.09,0.0000,1,1,2026-05-01 12:44:16.788+00
1283,11,2023,8,6,2,68.40,,90,0,2.81,2.56,0.0000,0,0,2026-05-01 12:44:16.788+00
1284,12,2025,5,1,4,65.92,,26,0,4.43,2.09,,0,1,2026-05-01 12:44:16.788+00
1285,1,2025,7,4,3,41.01,,47,0,2.83,3.25,0.0000,1,1,2026-05-01 12:44:16.788+00
1286,2,2026,6,5,1,68.12,-0.0360,3,0,43.50,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
1287,3,2025,8,5,3,67.48,0.0191,67,0,5.16,2.33,0.0000,0,1,2026-05-01 12:44:16.788+00
1288,4,2023,9,7,2,58.13,,80,0,2.10,3.90,,1,0,2026-05-01 12:44:16.788+00
1289,5,2023,7,6,1,56.08,,62,38,2.13,3.36,,1,0,2026-05-01 12:44:16.788+00
1290,6,2024,5,5,0,60.08,0.0361,36,0,2.67,2.79,0.0000,1,0,2026-05-01 12:44:16.788+00
1291,7,2025,7,6,1,72.80,0.0238,50,0,3.30,3.31,0.0000,0,0,2026-05-01 12:44:16.788+00
1292,8,2025,5,4,1,65.71,,45,0,1.96,3.94,0.0000,0,0,2026-05-01 12:44:16.788+00
1293,9,2025,5,3,2,38.56,,38,0,2.11,4.67,0.0000,1,1,2026-05-01 12:44:16.788+00
1294,10,2023,7,6,1,70.84,0.0278,53,0,3.26,2.00,0.0000,0,0,2026-05-01 12:44:16.788+00
1295,11,2023,7,3,4,53.63,,54,0,4.53,1.41,,1,1,2026-05-01 12:44:16.788+00
1296,12,2026,5,3,2,52.64,0.0811,4,0,37.50,0.14,0.0000,1,1,2026-05-01 12:44:16.788+00
1297,1,2026,5,3,2,73.44,0.0638,5,0,40.50,0.15,0.0000,0,1,2026-05-01 12:44:16.788+00
1298,2,2022,9,6,3,55.82,,88,51,2.79,2.83,0.0000,1,1,2026-05-01 12:44:16.788+00
1299,3,2024,7,5,2,47.67,,53,83,3.11,2.78,,1,0,2026-05-01 12:44:16.788+00
1300,4,2024,5,3,2,54.89,,34,0,3.00,2.07,,1,1,2026-05-01 12:44:16.788+00
1301,5,2026,6,5,1,60.66,0.0366,2,0,84.00,0.02,0.0000,1,0,2026-05-01 12:44:16.788+00
1302,6,2024,8,6,2,48.80,,62,48,3.84,2.47,,1,0,2026-05-01 12:44:16.788+00
1303,7,2026,3,3,0,63.80,-0.0604,1,0,45.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1304,8,2025,7,6,1,52.96,0.0337,53,0,3.04,2.97,0.0909,1,0,2026-05-01 12:44:16.788+00
1305,9,2024,8,4,4,61.77,-0.0297,45,0,4.66,1.44,0.0000,1,1,2026-05-01 12:44:16.788+00
1306,10,2025,6,6,0,76.74,0.0149,37,0,5.09,1.54,0.0000,0,0,2026-05-01 12:44:16.788+00
1307,11,2024,9,9,0,57.53,,75,49,1.98,4.56,,1,0,2026-05-01 12:44:16.788+00
1308,12,2026,6,3,3,67.03,-0.0132,3,0,49.00,0.06,0.0000,0,1,2026-05-01 12:44:16.788+00
1309,1,2026,5,3,2,69.13,0.0105,3,0,28.50,0.15,0.0000,0,1,2026-05-01 12:44:16.788+00
1310,2,2026,4,4,0,70.87,-0.0177,3,0,31.50,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
1311,3,2026,6,4,2,64.65,-0.0290,2,0,57.50,0.02,0.0000,1,1,2026-05-01 12:44:16.788+00
1312,4,2023,9,7,2,60.08,,75,0,4.26,1.69,,1,0,2026-05-01 12:44:16.788+00
1313,5,2025,4,2,2,53.10,,37,0,3.19,3.05,0.2500,1,1,2026-05-01 12:44:16.788+00
1314,6,2026,4,3,1,72.14,-0.0091,2,0,32.00,0.04,0.0000,0,0,2026-05-01 12:44:16.788+00
1315,7,2024,8,5,3,46.16,,46,4,2.84,2.90,,1,1,2026-05-01 12:44:16.788+00
1316,8,2023,8,7,1,61.59,,63,60,2.42,3.37,,1,0,2026-05-01 12:44:16.788+00
1317,9,2025,5,5,0,61.29,,45,0,2.58,3.90,0.0000,1,0,2026-05-01 12:44:16.788+00
1318,10,2022,10,7,3,52.69,,65,0,2.70,2.83,,1,1,2026-05-01 12:44:16.788+00
1319,11,2026,3,1,2,52.22,-0.0228,2,0,19.00,0.16,0.0000,1,1,2026-05-01 12:44:16.788+00
1320,12,2025,4,2,2,57.18,-0.0519,38,95,3.31,2.56,0.1429,1,1,2026-05-01 12:44:16.788+00
1321,1,2023,7,5,2,35.02,,59,66,1.48,4.67,,1,0,2026-05-01 12:44:16.788+00
1322,2,2026,4,2,2,61.92,,4,0,18.00,0.30,0.0000,1,1,2026-05-01 12:44:16.788+00
1323,3,2025,6,5,1,72.68,0.0332,53,0,8.05,1.10,0.0345,0,0,2026-05-01 12:44:16.788+00
1324,4,2022,8,6,2,63.18,,61,275,2.48,3.30,,0,0,2026-05-01 12:44:16.788+00
1325,5,2026,3,1,2,52.96,-0.0033,2,0,17.50,0.18,0.0000,1,1,2026-05-01 12:44:16.788+00
1326,6,2023,9,7,2,65.17,,62,41,1.70,5.13,,0,0,2026-05-01 12:44:16.788+00
1327,7,2023,8,5,3,62.74,,74,0,1.95,3.74,0.0000,0,1,2026-05-01 12:44:16.788+00
1328,8,2022,9,6,3,60.30,-0.0214,80,0,3.44,1.87,0.0000,1,1,2026-05-01 12:44:16.788+00
1329,9,2025,6,3,3,63.90,,33,0,3.90,1.98,0.3333,0,1,2026-05-01 12:44:16.788+00
1330,10,2022,10,6,4,59.74,,88,151,3.68,1.86,,1,1,2026-05-01 12:44:16.788+00
1331,11,2022,10,9,1,53.80,,96,99,3.39,2.36,,1,0,2026-05-01 12:44:16.788+00
1332,12,2026,7,5,2,67.64,-0.0251,3,0,82.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
1333,1,2025,4,3,1,55.01,,28,2,2.24,3.82,0.0000,1,0,2026-05-01 12:44:16.788+00
1334,2,2024,6,3,3,73.11,-0.0084,39,0,5.22,2.13,0.0000,0,1,2026-05-01 12:44:16.788+00
1335,3,2025,5,3,2,63.55,0.0325,31,0,5.16,1.39,0.0000,0,1,2026-05-01 12:44:16.788+00
1336,4,2024,9,7,2,54.15,,81,0,2.74,2.99,,1,0,2026-05-01 12:44:16.788+00
1337,5,2024,6,5,1,67.67,,53,0,1.81,4.10,,0,0,2026-05-01 12:44:16.788+00
1338,6,2025,8,5,3,53.09,0.0216,33,0,8.23,0.82,0.0000,1,1,2026-05-01 12:44:16.788+00
1339,7,2026,6,5,1,54.39,0.0152,4,0,43.50,0.12,0.0000,1,0,2026-05-01 12:44:16.788+00
1340,8,2026,4,2,2,58.35,0.0216,2,0,23.50,0.06,0.0000,1,1,2026-05-01 12:44:16.788+00
1341,9,2023,8,6,2,49.32,,78,2,2.85,2.47,,1,0,2026-05-01 12:44:16.788+00
1342,10,2026,7,5,2,64.62,0.0222,2,0,142.00,0.01,0.0000,0,0,2026-05-01 12:44:16.788+00
1343,11,2023,8,3,5,62.01,0.0061,57,0,2.90,2.16,,0,1,2026-05-01 12:44:16.788+00
1344,12,2022,9,4,5,42.04,,86,50,2.21,3.67,,1,1,2026-05-01 12:44:16.788+00
1345,1,2024,6,4,2,44.21,,36,153,1.88,4.65,,1,1,2026-05-01 12:44:16.788+00
1346,2,2026,4,4,0,60.92,0.0212,6,0,47.00,0.10,0.0000,1,0,2026-05-01 12:44:16.788+00
1347,3,2024,6,3,3,66.33,,51,0,2.20,3.24,0.0000,0,1,2026-05-01 12:44:16.788+00
1348,4,2023,8,5,3,51.99,-0.1728,75,71,5.19,1.24,,1,1,2026-05-01 12:44:16.788+00
1349,5,2025,6,4,2,72.48,,48,0,3.17,2.83,0.3333,0,1,2026-05-01 12:44:16.788+00
1350,6,2023,8,7,1,65.65,,71,19,2.38,3.07,,0,0,2026-05-01 12:44:16.788+00
1351,7,2026,6,5,1,67.02,-0.0116,2,0,74.50,0.03,0.0000,0,0,2026-05-01 12:44:16.788+00
1352,8,2026,4,3,1,59.26,-0.0330,6,0,23.00,0.22,0.0000,1,0,2026-05-01 12:44:16.788+00
1353,9,2026,5,3,2,56.85,-0.0103,5,0,39.00,0.14,0.0000,1,1,2026-05-01 12:44:16.788+00
1354,10,2024,7,5,2,56.38,,45,0,3.21,3.50,,1,0,2026-05-01 12:44:16.788+00
1355,11,2023,7,2,5,35.81,,50,0,3.93,2.07,,1,1,2026-05-01 12:44:16.788+00
1356,12,2022,10,5,5,49.50,,70,23,3.85,2.12,,1,1,2026-05-01 12:44:16.788+00
1357,1,2022,7,6,1,63.31,,67,94,1.87,3.67,,0,0,2026-05-01 12:44:16.788+00
1358,2,2023,7,7,0,61.34,0.0438,69,0,2.93,2.24,0.0000,1,0,2026-05-01 12:44:16.788+00
1359,3,2026,7,6,1,60.43,-0.0216,3,0,82.00,0.04,0.0000,1,0,2026-05-01 12:44:16.788+00
1360,4,2026,3,2,1,65.14,-0.1148,2,0,19.50,0.06,0.0000,0,1,2026-05-01 12:44:16.788+00
1361,5,2022,7,4,3,56.65,-0.0054,74,0,4.03,1.75,0.0000,1,1,2026-05-01 12:44:16.788+00
1362,6,2026,4,4,0,57.15,-0.0209,4,0,34.00,0.09,0.0000,1,0,2026-05-01 12:44:16.788+00
1363,7,2023,8,5,3,47.63,,62,231,2.64,2.93,0.0000,1,1,2026-05-01 12:44:16.788+00
1364,8,2026,5,4,1,71.94,0.0144,2,0,49.50,0.05,0.0000,0,0,2026-05-01 12:44:16.788+00
1365,9,2023,8,6,2,66.26,,74,0,1.63,4.04,0.0000,0,0,2026-05-01 12:44:16.788+00
1366,10,2024,7,7,0,53.20,0.0061,57,0,2.80,2.51,0.0000,1,0,2026-05-01 12:44:16.788+00
1367,11,2024,6,3,3,43.39,,39,0,4.89,1.80,,1,1,2026-05-01 12:44:16.788+00
1368,12,2022,9,7,2,67.70,0.0330,84,0,4.36,1.40,0.0000,1,0,2026-05-01 12:44:16.788+00
1369,1,2022,9,5,4,40.76,,68,6,2.02,3.56,,1,1,2026-05-01 12:44:16.788+00
1370,2,2025,7,5,2,69.71,-0.0272,46,0,3.38,2.80,0.0000,0,0,2026-05-01 12:44:16.788+00
1371,3,2024,7,5,2,55.09,,59,0,2.89,2.68,,1,0,2026-05-01 12:44:16.788+00
1372,4,2023,9,6,3,44.60,,68,0,3.07,2.19,,1,1,2026-05-01 12:44:16.788+00
1373,5,2023,7,5,2,61.98,,58,72,1.69,4.11,0.0000,1,0,2026-05-01 12:44:16.788+00
1374,6,2023,9,6,3,72.88,0.0183,80,129,2.76,2.51,,0,1,2026-05-01 12:44:16.788+00
1375,7,2024,5,3,2,49.93,0.0133,31,0,2.48,2.81,0.0000,1,1,2026-05-01 12:44:16.788+00
1376,8,2026,5,3,2,60.68,-0.0130,2,0,42.00,0.07,0.0000,1,1,2026-05-01 12:44:16.788+00
1377,9,2025,7,5,2,52.65,-0.0205,59,0,4.50,1.86,0.0000,1,0,2026-05-01 12:44:16.788+00
1378,10,2025,7,4,3,61.23,,44,0,2.21,5.04,0.0000,1,1,2026-05-01 12:44:16.788+00
1379,11,2022,9,8,1,55.31,,69,361,1.66,4.78,,1,0,2026-05-01 12:44:16.788+00
1380,12,2023,8,8,0,51.64,,80,0,1.84,3.60,,1,0,2026-05-01 12:44:16.788+00
1381,1,2025,7,4,3,72.42,,50,0,2.87,3.65,0.0000,0,1,2026-05-01 12:44:16.788+00
1382,2,2026,4,2,2,52.39,0.0818,3,0,28.50,0.12,0.0000,1,1,2026-05-01 12:44:16.788+00
1383,3,2022,8,5,3,68.12,,66,26,4.12,1.49,,0,1,2026-05-01 12:44:16.788+00
1384,4,2026,5,2,3,48.68,0.0632,5,0,31.00,0.22,0.0000,1,1,2026-05-01 12:44:16.788+00
1385,5,2023,8,7,1,53.42,,74,34,2.30,2.89,0.0000,1,0,2026-05-01 12:44:16.788+00
1386,6,2024,6,5,1,49.07,,46,0,1.93,4.41,,1,0,2026-05-01 12:44:16.788+00
1387,7,2026,4,3,1,50.44,-0.0126,4,0,31.50,0.14,0.0000,1,0,2026-05-01 12:44:16.788+00
1388,8,2025,5,2,3,73.73,,41,0,2.56,4.26,,0,1,2026-05-01 12:44:16.788+00
1389,9,2026,7,6,1,52.44,0.0394,3,0,62.00,0.05,0.0000,1,0,2026-05-01 12:44:16.788+00
1390,10,2025,7,7,0,71.53,,50,0,2.91,4.00,0.0000,0,0,2026-05-01 12:44:16.788+00
1391,11,2024,8,4,4,53.52,,65,0,4.91,1.42,,1,1,2026-05-01 12:44:16.788+00
1392,12,2023,8,8,0,70.01,,64,68,2.06,4.30,0.0000,0,0,2026-05-01 12:44:16.788+00
1393,1,2023,8,6,2,40.39,,60,0,2.15,3.29,0.0000,1,0,2026-05-01 12:44:16.788+00
1394,2,2022,9,8,1,61.22,,86,57,1.52,4.20,,1,0,2026-05-01 12:44:16.788+00
1395,3,2025,3,3,0,53.35,,25,0,2.07,4.60,0.0000,1,0,2026-05-01 12:44:16.788+00
1396,4,2023,7,5,2,45.38,,54,34,1.94,4.18,0.0000,1,0,2026-05-01 12:44:16.788+00
1397,5,2022,7,4,3,58.50,,46,277,2.40,3.67,0.3333,1,1,2026-05-01 12:44:16.788+00
1398,6,2022,9,8,1,69.87,,75,0,1.98,4.13,,0,0,2026-05-01 12:44:16.788+00
1399,7,2025,6,3,3,52.00,-0.0361,33,0,4.79,2.37,0.0000,1,1,2026-05-01 12:44:16.788+00
1400,8,2025,5,3,2,63.56,,44,49,3.47,3.13,,0,1,2026-05-01 12:44:16.788+00
1401,9,2024,8,3,5,60.09,,62,0,2.42,3.53,,1,1,2026-05-01 12:44:16.788+00
1402,10,2026,6,6,0,49.30,0.0181,4,0,57.50,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
1403,11,2022,8,7,1,59.61,,52,229,1.97,5.15,,1,0,2026-05-01 12:44:16.788+00
1404,12,2025,6,1,5,42.74,,49,2,2.78,3.67,0.0000,1,1,2026-05-01 12:44:16.788+00
1405,1,2022,7,5,2,57.78,,53,24,3.59,2.39,,1,0,2026-05-01 12:44:16.788+00
1406,2,2023,7,4,3,52.27,,59,349,1.93,3.66,,1,1,2026-05-01 12:44:16.788+00
1407,3,2026,3,2,1,61.10,-0.0447,1,0,47.00,0.00,0.0000,1,1,2026-05-01 12:44:16.788+00
1408,4,2026,5,4,1,65.90,0.0270,4,0,47.50,0.07,0.0000,0,0,2026-05-01 12:44:16.788+00
1409,5,2025,5,3,2,55.22,-0.0618,40,0,2.57,3.26,0.0000,1,1,2026-05-01 12:44:16.788+00
1410,6,2022,8,7,1,53.55,,72,0,2.65,2.43,,1,0,2026-05-01 12:44:16.788+00
1411,7,2023,6,5,1,59.45,,46,312,2.57,4.18,,1,0,2026-05-01 12:44:16.788+00
1412,8,2024,5,4,1,46.90,0.0568,42,0,3.04,2.49,0.2500,1,0,2026-05-01 12:44:16.788+00
1413,9,2023,7,6,1,69.24,0.0122,61,0,3.95,1.50,0.0000,0,0,2026-05-01 12:44:16.788+00
1414,10,2026,3,3,0,45.48,0.0368,2,0,36.00,0.08,0.0000,1,0,2026-05-01 12:44:16.788+00
1415,11,2026,5,5,0,76.24,-0.0112,2,0,35.50,0.09,0.0000,0,0,2026-05-01 12:44:16.788+00
1416,12,2024,8,4,4,66.23,,70,191,2.00,4.19,0.0000,1,1,2026-05-01 12:44:16.788+00
1417,1,2022,8,6,2,52.88,,74,69,2.39,2.75,,1,0,2026-05-01 12:44:16.788+00
1418,2,2024,6,5,1,52.81,-0.0155,47,0,2.09,2.88,0.0000,1,0,2026-05-01 12:44:16.788+00
1419,3,2026,4,3,1,60.83,0.0494,2,0,27.50,0.03,0.0000,1,0,2026-05-01 12:44:16.788+00
1420,4,2024,6,3,3,73.00,,46,0,1.87,4.11,,0,1,2026-05-01 12:44:16.788+00
1421,5,2023,9,5,4,39.33,,72,178,4.97,1.68,,1,1,2026-05-01 12:44:16.788+00
1422,6,2022,10,8,2,51.42,,95,79,1.75,4.12,,1,0,2026-05-01 12:44:16.788+00
1423,7,2025,4,4,0,55.29,0.0120,31,0,3.72,2.19,0.0000,1,0,2026-05-01 12:44:16.788+00
1424,8,2023,8,6,2,71.21,,71,140,2.32,2.98,,0,0,2026-05-01 12:44:16.788+00
1425,9,2023,6,3,3,48.70,0.0039,44,0,4.50,1.84,0.0000,1,1,2026-05-01 12:44:16.788+00
1426,10,2022,10,7,3,59.59,,77,0,2.56,3.49,,1,1,2026-05-01 12:44:16.788+00
1427,11,2026,6,4,2,76.40,-0.0189,3,0,39.50,0.09,0.0000,0,1,2026-05-01 12:44:16.788+00
1428,12,2022,10,9,1,56.72,,83,0,1.69,4.27,,1,0,2026-05-01 12:44:16.788+00
1429,1,2024,6,2,4,66.52,,42,0,5.19,1.46,,0,1,2026-05-01 12:44:16.788+00
1430,2,2026,4,2,2,57.18,-0.0029,3,0,20.50,0.15,0.0000,1,1,2026-05-01 12:44:16.788+00
1431,3,2024,7,5,2,52.72,,55,0,2.91,2.31,0.0000,1,0,2026-05-01 12:44:16.788+00
1432,4,2024,6,3,3,61.77,,50,0,1.96,4.39,,1,1,2026-05-01 12:44:16.788+00
1433,5,2025,6,4,2,60.87,,49,0,3.64,2.27,,1,1,2026-05-01 12:44:16.788+00
1434,6,2023,7,6,1,59.32,,50,0,2.10,3.03,,1,0,2026-05-01 12:44:16.788+00
1435,7,2025,6,5,1,53.87,,41,0,2.58,2.87,0.0000,1,0,2026-05-01 12:44:16.788+00
1436,8,2026,5,4,1,66.38,0.0160,3,0,49.00,0.02,0.0000,0,0,2026-05-01 12:44:16.788+00
1437,9,2023,6,5,1,66.86,,50,71,2.94,2.15,,0,0,2026-05-01 12:44:16.788+00
1438,10,2022,9,8,1,65.81,,82,0,1.73,4.24,,0,0,2026-05-01 12:44:16.788+00
1439,11,2023,7,4,3,62.52,,54,66,2.11,3.24,0.0000,0,1,2026-05-01 12:44:16.788+00
1440,12,2025,6,6,0,68.09,-0.0655,39,0,3.68,2.87,0.0000,0,0,2026-05-01 12:44:16.788+00
1441,1,2024,6,4,2,62.33,0.0541,49,0,3.71,1.78,0.0000,0,1,2026-05-01 12:44:16.788+00
1442,2,2026,3,3,0,53.70,-0.0501,2,0,18.50,0.12,0.0000,1,0,2026-05-01 12:44:16.788+00
1443,3,2025,5,4,1,74.21,-0.0178,43,0,4.94,1.93,0.1000,0,0,2026-05-01 12:44:16.788+00
1444,4,2024,6,5,1,68.26,,55,0,2.59,2.50,0.0000,0,0,2026-05-01 12:44:16.788+00
1445,5,2023,7,5,2,54.45,,52,0,2.11,3.38,,1,0,2026-05-01 12:44:16.788+00
1446,6,2024,7,5,2,55.92,0.0454,57,0,4.82,1.70,0.0000,1,0,2026-05-01 12:44:16.788+00
1447,7,2024,7,4,3,72.69,,59,0,3.48,2.00,,0,1,2026-05-01 12:44:16.788+00
1448,8,2022,9,5,4,49.89,,76,229,3.10,1.98,,1,1,2026-05-01 12:44:16.788+00
1449,9,2024,6,5,1,65.93,,38,0,2.19,3.77,0.0000,0,0,2026-05-01 12:44:16.788+00
1450,10,2022,9,9,0,57.52,,87,210,2.31,3.61,,1,0,2026-05-01 12:44:16.788+00
1451,11,2023,10,9,1,69.68,,82,124,1.63,4.51,,0,0,2026-05-01 12:44:16.788+00
1452,12,2022,8,5,3,40.07,,67,71,2.07,3.30,,1,1,2026-05-01 12:44:16.788+00
1453,1,2026,6,6,0,55.84,-0.0004,4,0,63.50,0.06,0.0000,1,0,2026-05-01 12:44:16.788+00
1454,2,2022,7,7,0,61.80,0.0331,65,0,3.87,1.62,0.0000,1,0,2026-05-01 12:44:16.788+00
1455,3,2022,10,5,5,59.88,0.0178,74,0,5.93,1.09,,1,1,2026-05-01 12:44:16.788+00
1456,4,2025,7,4,3,66.38,,57,0,3.41,3.38,0.2500,0,1,2026-05-01 12:44:16.788+00
1457,5,2025,5,4,1,53.50,,40,39,3.85,4.05,0.0000,1,0,2026-05-01 12:44:16.788+00
1458,6,2026,4,4,0,55.49,0.0154,1,0,44.00,0.01,0.0000,1,0,2026-05-01 12:44:16.788+00
1459,7,2022,9,8,1,71.48,,94,0,2.00,3.50,,0,0,2026-05-01 12:44:16.788+00
1460,8,2026,4,3,1,61.59,,2,0,34.00,0.04,0.0000,1,0,2026-05-01 12:44:16.788+00
1461,9,2025,7,3,4,80.48,0.0203,53,0,6.96,1.25,0.0000,0,1,2026-05-01 12:44:16.788+00
